url,status,finalUrl,canonical,error
"https://www.friendlybear.bg/bg","200","https://www.friendlybear.bg/bg","https://www.friendlybear.bg/bg",""
"https://www.friendlybear.bg/en","200","https://www.friendlybear.bg/en","https://www.friendlybear.bg/en",""
"https://www.friendlybear.bg/bg/menu","200","https://www.friendlybear.bg/bg/menu","https://www.friendlybear.bg/bg/menu",""
"https://www.friendlybear.bg/en/menu","200","https://www.friendlybear.bg/en/menu","https://www.friendlybear.bg/en/menu",""
"https://www.friendlybear.bg/bg/about","200","https://www.friendlybear.bg/bg/about","https://www.friendlybear.bg/bg/about",""
"https://www.friendlybear.bg/en/about","200","https://www.friendlybear.bg/en/about","https://www.friendlybear.bg/en/about",""
